"year","sequence","rider_name","team_name","position"
2007,5,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",10
2007,5,"Nieto, Fonsi","Kawasaki Racing Team",11
2007,5,"Edwards, Colin","Fiat Yamaha Team",12
2007,6,"Rossi, Valentino","Fiat Yamaha Team",1
2007,6,"Pedrosa, Dani","Repsol Honda Team",2
2007,6,"Barros, Alex","Pramac d'Antin",3
2007,6,"Stoner, Casey","Ducati Marlboro Team",4
2007,6,"Hopkins, John","Rizla Suzuki MotoGP",5
2007,6,"Elias, Toni","Honda Gresini",6
2007,6,"Capirossi, Loris","Ducati Marlboro Team",7
2007,6,"Vermeulen, Chris","Rizla Suzuki MotoGP",8
2007,6,"Melandri, Marco","Honda Gresini",9
2007,6,"Hayden, Nicky","Repsol Honda Team",10
2007,6,"Hofmann, Alex","Pramac d'Antin",11
2007,6,"Edwards, Colin","Fiat Yamaha Team",12
2007,6,"Nakano, Shinya","Konica Minolta Honda",13
2007,6,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",14
2007,6,"Tamada, Makoto","Dunlop Yamaha Tech 3",15
2007,6,"Jacque, Olivier","Kawasaki Racing Team",16
2007,6,"Roberts Jr, Kenny","Team Roberts",17
2007,7,"Stoner, Casey","Ducati Marlboro Team",1
2007,7,"Rossi, Valentino","Fiat Yamaha Team",2
2007,7,"Pedrosa, Dani","Repsol Honda Team",3
2007,7,"Hopkins, John","Rizla Suzuki MotoGP",4
2007,7,"De Puniet, Randy","Kawasaki Racing Team",5
2007,7,"Capirossi, Loris","Ducati Marlboro Team",6
2007,7,"Vermeulen, Chris","Rizla Suzuki MotoGP",7
2007,7,"Barros, Alex","Pramac d'Antin",8
2007,7,"Melandri, Marco","Honda Gresini",9
2007,7,"Edwards, Colin","Fiat Yamaha Team",10
2007,7,"Hayden, Nicky","Repsol Honda Team",11
2007,7,"Tamada, Makoto","Dunlop Yamaha Tech 3",12
2007,7,"Hofmann, Alex","Pramac d'Antin",13
2007,7,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",14
2007,7,"Nakano, Shinya","Konica Minolta Honda",15
2007,7,"Roberts Jr, Kenny","Team Roberts",16
2007,7,"Checa, Carlos","Honda LCR",17
2007,7,"Roberts, Kurtis","Team Roberts",18
2007,8,"Stoner, Casey","Ducati Marlboro Team",1
2007,8,"Edwards, Colin","Fiat Yamaha Team",2
2007,8,"Vermeulen, Chris","Rizla Suzuki MotoGP",3
2007,8,"Rossi, Valentino","Fiat Yamaha Team",4
2007,8,"Hopkins, John","Rizla Suzuki MotoGP",5
2007,8,"De Puniet, Randy","Kawasaki Racing Team",6
2007,8,"Barros, Alex","Pramac d'Antin",7
2007,8,"Pedrosa, Dani","Repsol Honda Team",8
2007,8,"Hofmann, Alex","Pramac d'Antin",9
2007,8,"Melandri, Marco","Honda Gresini",10
2007,8,"West, Anthony","Kawasaki Racing Team",11
2007,8,"Elias, Toni","Honda Gresini",12
2007,8,"Roberts, Kurtis","Team Roberts",13
2007,8,"Nakano, Shinya","Konica Minolta Honda",14
2007,8,"Tamada, Makoto","Dunlop Yamaha Tech 3",15
2007,8,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",16
2007,8,"Hayden, Nicky","Repsol Honda Team",17
2007,9,"Rossi, Valentino","Fiat Yamaha Team",1
2007,9,"Stoner, Casey","Ducati Marlboro Team",2
2007,9,"Hayden, Nicky","Repsol Honda Team",3
2007,9,"Pedrosa, Dani","Repsol Honda Team",4
2007,9,"Hopkins, John","Rizla Suzuki MotoGP",5
2007,9,"Edwards, Colin","Fiat Yamaha Team",6
2007,9,"Barros, Alex","Pramac d'Antin",7
2007,9,"Hofmann, Alex","Pramac d'Antin",8
2007,9,"West, Anthony","Kawasaki Racing Team",9
2007,9,"Melandri, Marco","Honda Gresini",10
2007,9,"Checa, Carlos","Honda LCR",11
2007,9,"Nakano, Shinya","Konica Minolta Honda",12
2007,9,"Tamada, Makoto","Dunlop Yamaha Tech 3",13
2007,9,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",14
2007,9,"Roberts, Kurtis","Team Roberts",15
2007,9,"Vermeulen, Chris","Rizla Suzuki MotoGP",16
2007,10,"Pedrosa, Dani","Repsol Honda Team",1
2007,10,"Capirossi, Loris","Ducati Marlboro Team",2
2007,10,"Hayden, Nicky","Repsol Honda Team",3
2007,10,"Edwards, Colin","Fiat Yamaha Team",4
2007,10,"Stoner, Casey","Ducati Marlboro Team",5
2007,10,"Melandri, Marco","Honda Gresini",6
2007,10,"Hopkins, John","Rizla Suzuki MotoGP",7
2007,10,"West, Anthony","Kawasaki Racing Team",8
2007,10,"Hofmann, Alex","Pramac d'Antin",9
2007,10,"Fabrizio, Michel","Honda Gresini",10
2007,10,"Vermeulen, Chris","Rizla Suzuki MotoGP",11
2007,10,"Roberts, Kurtis","Team Roberts",12
2007,10,"Tamada, Makoto","Dunlop Yamaha Tech 3",13
2007,10,"Checa, Carlos","Honda LCR",14
2007,11,"Stoner, Casey","Ducati Team",1
2007,11,"Vermeulen, Chris","Rizla Suzuki MotoGP",2
2007,11,"Melandri, Marco","Honda Gresini",3
2007,11,"Rossi, Valentino","Fiat Yamaha Team",4
2007,11,"Pedrosa, Dani","Repsol Honda Team",5
2007,11,"De Puniet, Randy","Kawasaki Racing Team",6
2007,11,"West, Anthony","Kawasaki Racing Team",7
2007,11,"Tamada, Makoto","Dunlop Yamaha Tech 3",8
2007,11,"Barros, Alex","Pramac d'Antin",9
2007,11,"Hayden, Roger Lee","Kawasaki Racing Team",10
2007,11,"Edwards, Colin","Fiat Yamaha Team",11
2007,11,"Nakano, Shinya","Konica Minolta Honda",12
2007,11,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",13
2007,11,"Checa, Carlos","Honda LCR",14
2007,11,"Hopkins, John","Rizla Suzuki MotoGP",15
2007,11,"Davies, Chaz","Pramac d'Antin",16
2007,12,"Stoner, Casey","Ducati Marlboro Team",1
2007,12,"Hopkins, John","Rizla Suzuki MotoGP",2
2007,12,"Hayden, Nicky","Repsol Honda Team",3
2007,12,"Pedrosa, Dani","Repsol Honda Team",4
2007,12,"Vermeulen, Chris","Rizla Suzuki MotoGP",5
2007,12,"Capirossi, Loris","Ducati Marlboro Team",6
2007,12,"Rossi, Valentino","Fiat Yamaha Team",7
2007,12,"De Puniet, Randy","Kawasaki Racing Team",8
2007,12,"Barros, Alex","Pramac d'Antin",9
2007,12,"Checa, Carlos","Honda LCR",10
2007,12,"Elias, Toni","Honda Gresini",11
2007,12,"West, Anthony","Kawasaki Racing Team",12
2007,12,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",13
2007,12,"Nakano, Shinya","Konica Minolta Honda",14
2007,12,"Roberts, Kurtis","Team Roberts",15
2007,12,"Silva, Ivan","Pramac d'Antin",16
2007,12,"Tamada, Makoto","Dunlop Yamaha Tech 3",17
2007,13,"Stoner, Casey","Ducati Marlboro Team",1
2007,13,"Vermeulen, Chris","Rizla Suzuki MotoGP",2
2007,13,"Hopkins, John","Rizla Suzuki MotoGP",3
2007,13,"Melandri, Marco","Honda Gresini",4
2007,13,"Capirossi, Loris","Ducati Marlboro Team",5
2007,13,"Checa, Carlos","Honda LCR",6
2007,13,"Elias, Toni","Honda Gresini",7
2007,13,"West, Anthony","Kawasaki Racing Team",8
2007,13,"Edwards, Colin","Fiat Yamaha Team",9
2007,13,"Nakano, Shinya","Konica Minolta Honda",10
2007,13,"Hofmann, Alex","Pramac d'Antin",11
2007,13,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",12
2007,13,"Hayden, Nicky","Repsol Honda Team",13
2007,13,"Tamada, Makoto","Dunlop Yamaha Tech 3",14
2007,13,"Roberts, Kurtis","Team Roberts",15
2007,13,"De Puniet, Randy","Kawasaki Racing Team",-4
2007,13,"Pedrosa, Dani","Repsol Honda Team",-4
2007,14,"Rossi, Valentino","Fiat Yamaha Team",1
2007,14,"Pedrosa, Dani","Repsol Honda Team",2
2007,14,"Stoner, Casey","Ducati Marlboro Team",3
2007,14,"Hayden, Nicky","Repsol Honda Team",4
2007,14,"Melandri, Marco","Honda Gresini",5
2007,14,"Hopkins, John","Rizla Suzuki MotoGP",6
2007,14,"Checa, Carlos","Honda LCR",7
2007,14,"Elias, Toni","Honda Gresini",8
2007,14,"Capirossi, Loris","Ducati Marlboro Team",9
2007,14,"Edwards, Colin","Fiat Yamaha Team",10
2007,14,"Nakano, Shinya","Konica Minolta Honda",11
2007,14,"West, Anthony","Kawasaki Racing Team",12
2007,14,"Vermeulen, Chris","Rizla Suzuki MotoGP",13
2007,14,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",14
2007,15,"Capirossi, Loris","Ducati Marlboro Team",1
2007,15,"De Puniet, Randy","Kawasaki Racing Team",2
2007,15,"Elias, Toni","Honda Gresini",3
2007,15,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",4
2007,15,"Melandri, Marco","Honda Gresini",5
2007,15,"Stoner, Casey","Ducati Marlboro Team",6
2007,15,"West, Anthony","Kawasaki Racing Team",7
2007,15,"Barros, Alex","Pramac d'Antin",8
2007,15,"Hayden, Nicky","Repsol Honda Team",9
2007,15,"Hopkins, John","Rizla Suzuki MotoGP",10
2007,15,"Vermeulen, Chris","Rizla Suzuki MotoGP",11
2007,15,"Tamada, Makoto","Dunlop Yamaha Tech 3",12
2007,15,"Rossi, Valentino","Fiat Yamaha Team",13
2007,15,"Edwards, Colin","Fiat Yamaha Team",14
2007,15,"Ito, Shinichi","Pramac d'Antin",15
2007,15,"Nakano, Shinya","Konica Minolta Honda",16
2007,15,"Yanagawa, Akira","Kawasaki Racing Team",17
2007,15,"Checa, Carlos","Honda LCR",18
2007,16,"Stoner, Casey","Ducati Marlboro Team",1
2007,16,"Capirossi, Loris","Ducati Marlboro Team",2
2007,16,"Rossi, Valentino","Fiat Yamaha Team",3
2007,16,"Pedrosa, Dani","Repsol Honda Team",4
2007,16,"Barros, Alex","Pramac d'Antin",5
2007,16,"De Puniet, Randy","Kawasaki Racing Team",6
2007,16,"Hopkins, John","Rizla Suzuki MotoGP",7
2007,16,"Vermeulen, Chris","Rizla Suzuki MotoGP",8
2007,16,"Edwards, Colin","Fiat Yamaha Team",9
2007,16,"Melandri, Marco","Honda Gresini",10
2007,16,"Checa, Carlos","Honda LCR",11
2007,16,"West, Anthony","Kawasaki Racing Team",12
2007,16,"Nakano, Shinya","Konica Minolta Honda",13
2007,16,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",14
2007,16,"Elias, Toni","Honda Gresini",15
2007,16,"Tamada, Makoto","Dunlop Yamaha Tech 3",16
2007,16,"Roberts, Kurtis","Team Roberts",17
2007,17,"Stoner, Casey","Ducati Marlboro Team",1
2007,17,"Melandri, Marco","Honda Gresini",2
2007,17,"Pedrosa, Dani","Repsol Honda Team",3
2007,17,"De Puniet, Randy","Kawasaki Racing Team",4
2007,17,"Rossi, Valentino","Fiat Yamaha Team",5
2007,17,"Elias, Toni","Honda Gresini",6
2007,17,"Vermeulen, Chris","Rizla Suzuki MotoGP",7
2007,17,"Hopkins, John","Rizla Suzuki MotoGP",8
2007,17,"Hayden, Nicky","Repsol Honda Team",9
2007,17,"Edwards, Colin","Fiat Yamaha Team",10
2007,17,"Capirossi, Loris","Ducati Marlboro Team",11
2007,17,"Barros, Alex","Pramac d'Antin",12
2007,17,"Aoki, Nobuatsu","Rizla Suzuki MotoGP",13
2007,17,"Checa, Carlos","Honda LCR",14
2007,17,"West, Anthony","Kawasaki Racing Team",15
2007,17,"Nakano, Shinya","Konica Minolta Honda",16
2007,17,"Davies, Chaz","Pramac d'Antin",17
2007,17,"Tamada, Makoto","Dunlop Yamaha Tech 3",18
2007,17,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",19
2007,17,"Roberts, Kurtis","Team Roberts",20
2007,18,"Pedrosa, Dani","Repsol Honda Team",1
2007,18,"Stoner, Casey","Ducati Marlboro Team",2
2007,18,"Hopkins, John","Rizla Suzuki MotoGP",3
2007,18,"Melandri, Marco","Honda Gresini",4
2007,18,"Capirossi, Loris","Ducati Marlboro Team",5
2007,18,"Vermeulen, Chris","Rizla Suzuki MotoGP",6
2007,18,"Barros, Alex","Pramac d'Antin",7
2007,18,"Hayden, Nicky","Repsol Honda Team",8
2007,18,"De Puniet, Randy","Kawasaki Racing Team",9
2007,18,"Elias, Toni","Honda Gresini",10
2007,18,"Guintoli, Sylvain","Dunlop Yamaha Tech 3",11
2007,18,"Checa, Carlos","Honda LCR",12
2007,18,"Edwards, Colin","Fiat Yamaha Team",13
2007,18,"Nakano, Shinya","Konica Minolta Honda",14
2007,18,"Tamada, Makoto","Dunlop Yamaha Tech 3",15
2007,18,"West, Anthony","Kawasaki Racing Team",16
2008,1,"Stoner, Casey","Ducati Marlboro Team",1
2008,1,"Lorenzo, Jorge","Fiat Yamaha Team",2
2008,1,"Pedrosa, Dani","Repsol Honda Team",3
2008,1,"Dovizioso, Andrea","JiR Team Scot MotoGP",4
2008,1,"Rossi, Valentino","Fiat Yamaha Team",5
2008,1,"Toseland, James","Tech 3 Yamaha",6
2008,1,"Edwards, Colin","Tech 3 Yamaha",7
2008,1,"Capirossi, Loris","Rizla Suzuki MotoGP",8
2008,1,"De Puniet, Randy","LCR Honda MotoGP",9
2008,1,"Hayden, Nicky","Repsol Honda Team",10
2008,1,"Melandri, Marco","Ducati Marlboro Team",11
2008,1,"Hopkins, John","Kawasaki Racing Team",12
2008,1,"Nakano, Shinya","San Carlo Honda Gresini",13
2008,1,"Elias, Toni","Alice Team",14
2008,1,"Guintoli, Sylvain","Alice Team",15
2008,1,"West, Anthony","Kawasaki Racing Team",16
2008,1,"Vermeulen, Chris","Rizla Suzuki MotoGP",17
2008,2,"Pedrosa, Dani","Repsol Honda Team",1
2008,2,"Rossi, Valentino","Fiat Yamaha Team",2
2008,2,"Lorenzo, Jorge","Fiat Yamaha Team",3
2008,2,"Hayden, Nicky","Repsol Honda Team",4
2008,2,"Capirossi, Loris","Rizla Suzuki MotoGP",5
2008,2,"Toseland, James","Tech 3 Yamaha",6
2008,2,"Hopkins, John","Kawasaki Racing Team",7
2008,2,"Dovizioso, Andrea","JiR Team Scot MotoGP",8
2008,2,"Nakano, Shinya","San Carlo Honda Gresini",9
2008,2,"Vermeulen, Chris","Rizla Suzuki MotoGP",10
2008,2,"Stoner, Casey","Ducati Marlboro Team",11
2008,2,"Melandri, Marco","Ducati Marlboro Team",12
2008,2,"West, Anthony","Kawasaki Racing Team",13
2008,2,"De Angelis, Alex","San Carlo Honda Gresini",14
2008,2,"Elias, Toni","Alice Team",15
2008,2,"Guintoli, Sylvain","Alice Team",16
2008,3,"Lorenzo, Jorge","Fiat Yamaha Team",1
2008,3,"Pedrosa, Dani","Repsol Honda Team",2
2008,3,"Rossi, Valentino","Fiat Yamaha Team",3
2008,3,"Edwards, Colin","Tech 3 Yamaha",4
2008,3,"Hopkins, John","Kawasaki Racing Team",5
2008,3,"Stoner, Casey","Ducati Marlboro Team",6
2008,3,"Toseland, James","Tech 3 Yamaha",7
2008,3,"Vermeulen, Chris","Rizla Suzuki MotoGP",8
2008,3,"Capirossi, Loris","Rizla Suzuki MotoGP",9
2008,3,"Nakano, Shinya","San Carlo Honda Gresini",10
2008,3,"De Angelis, Alex","San Carlo Honda Gresini",11
2008,3,"Elias, Toni","Alice Team",12
2008,3,"Melandri, Marco","Ducati Marlboro Team",13
2008,3,"Guintoli, Sylvain","Alice Team",14
2008,3,"De Puniet, Randy","LCR Honda MotoGP",15
2008,3,"West, Anthony","Kawasaki Racing Team",16
2008,4,"Rossi, Valentino","Fiat Yamaha Team",1
2008,4,"Pedrosa, Dani","Repsol Honda Team",2
2008,4,"Stoner, Casey","Ducati Marlboro Team",3
2008,4,"Lorenzo, Jorge","Fiat Yamaha Team",4
2008,4,"Melandri, Marco","Ducati Marlboro Team",5
2008,4,"Hayden, Nicky","Repsol Honda Team",6
2008,4,"Edwards, Colin","Tech 3 Yamaha",7
2008,4,"Elias, Toni","Alice Team",8
2008,4,"Capirossi, Loris","Rizla Suzuki MotoGP",9
2008,4,"Nakano, Shinya","San Carlo Honda Gresini",10
2008,4,"Dovizioso, Andrea","JiR Team Scot MotoGP",11
2008,4,"Toseland, James","Tech 3 Yamaha",12
2008,4,"De Puniet, Randy","LCR Honda MotoGP",13
2008,4,"Hopkins, John","Kawasaki Racing Team",14
2008,4,"Guintoli, Sylvain","Alice Team",15
2008,4,"De Angelis, Alex","San Carlo Honda Gresini",16
2008,4,"West, Anthony","Kawasaki Racing Team",17
2008,5,"Rossi, Valentino","Fiat Yamaha Team",1
2008,5,"Lorenzo, Jorge","Fiat Yamaha Team",2
2008,5,"Edwards, Colin","Tech 3 Yamaha",3
2008,5,"Pedrosa, Dani","Repsol Honda Team",4
2008,5,"Vermeulen, Chris","Rizla Suzuki MotoGP",5
2008,5,"Dovizioso, Andrea","JiR Team Scot MotoGP",6
2008,5,"Capirossi, Loris","Rizla Suzuki MotoGP",7
2008,5,"Hayden, Nicky","Repsol Honda Team",8
2008,5,"De Puniet, Randy","LCR Honda MotoGP",9
2008,5,"Nakano, Shinya","San Carlo Honda Gresini",10
2008,5,"Elias, Toni","Alice Team",11
2008,5,"De Angelis, Alex","San Carlo Honda Gresini",12
2008,5,"Guintoli, Sylvain","Alice Team",13
2008,5,"West, Anthony","Kawasaki Racing Team",14
2008,5,"Melandri, Marco","Ducati Marlboro Team",15
2008,5,"Stoner, Casey","Ducati Marlboro Team",16
2008,6,"Rossi, Valentino","Fiat Yamaha Team",1
2008,6,"Stoner, Casey","Ducati Marlboro Team",2
2008,6,"Pedrosa, Dani","Repsol Honda Team",3
2008,6,"De Angelis, Alex","San Carlo Honda Gresini",4
2008,6,"Edwards, Colin","Tech 3 Yamaha",5
2008,6,"Toseland, James","Tech 3 Yamaha",6
2008,6,"Capirossi, Loris","Rizla Suzuki MotoGP",7
2008,6,"Dovizioso, Andrea","JiR Team Scot MotoGP",8
2008,6,"Nakano, Shinya","San Carlo Honda Gresini",9
2008,6,"Vermeulen, Chris","Rizla Suzuki MotoGP",10
2008,6,"Guintoli, Sylvain","Alice Team",11
2008,6,"Elias, Toni","Alice Team",12
2008,6,"Hayden, Nicky","Repsol Honda Team",13
2008,6,"Okada, Tadayuki","Repsol Honda Team",14
2008,6,"West, Anthony","Kawasaki Racing Team",15
2008,7,"Pedrosa, Dani","Repsol Honda Team",1
2008,7,"Rossi, Valentino","Fiat Yamaha Team",2
2008,7,"Stoner, Casey","Ducati Marlboro Team",3
2008,7,"Dovizioso, Andrea","JiR Team Scot MotoGP",4
2008,7,"Edwards, Colin","Tech 3 Yamaha",5
2008,7,"Toseland, James","Tech 3 Yamaha",6
2008,7,"Vermeulen, Chris","Rizla Suzuki MotoGP",7
2008,7,"Hayden, Nicky","Repsol Honda Team",8
2008,7,"Nakano, Shinya","San Carlo Honda Gresini",9
2008,7,"Hopkins, John","Kawasaki Racing Team",10
2008,7,"Melandri, Marco","Ducati Marlboro Team",11
2008,7,"West, Anthony","Kawasaki Racing Team",12
2008,7,"Guintoli, Sylvain","Alice Team",13
2008,7,"Elias, Toni","Alice Team",-3
2008,8,"Stoner, Casey","Ducati Marlboro Team",1
2008,8,"Rossi, Valentino","Fiat Yamaha Team",2
2008,8,"Pedrosa, Dani","Repsol Honda Team",3
2008,8,"Edwards, Colin","Tech 3 Yamaha",4
2008,8,"Dovizioso, Andrea","JiR Team Scot MotoGP",5
2008,8,"Lorenzo, Jorge","Fiat Yamaha Team",6
2008,8,"Hayden, Nicky","Repsol Honda Team",7
2008,8,"Vermeulen, Chris","Rizla Suzuki MotoGP",8
2008,8,"Nakano, Shinya","San Carlo Honda Gresini",9
2008,8,"West, Anthony","Kawasaki Racing Team",10
2008,8,"Elias, Toni","Alice Team",11
2008,8,"De Puniet, Randy","LCR Honda MotoGP",12
2008,8,"Guintoli, Sylvain","Alice Team",13
2008,8,"Spies, Ben","Rizla Suzuki MotoGP",14
2008,8,"De Angelis, Alex","San Carlo Honda Gresini",15
2008,8,"Melandri, Marco","Ducati Marlboro Team",16
2008,8,"Toseland, James","Tech 3 Yamaha",17
2008,9,"Stoner, Casey","Ducati Marlboro Team",1
2008,9,"Pedrosa, Dani","Repsol Honda Team",2
2008,9,"Edwards, Colin","Tech 3 Yamaha",3
2008,9,"Hayden, Nicky","Repsol Honda Team",4
2008,9,"Dovizioso, Andrea","JiR Team Scot MotoGP",5
2008,9,"Lorenzo, Jorge","Fiat Yamaha Team",6
2008,9,"Vermeulen, Chris","Rizla Suzuki MotoGP",7
2008,9,"Nakano, Shinya","San Carlo Honda Gresini",8
2008,9,"Toseland, James","Tech 3 Yamaha",9
2008,9,"Guintoli, Sylvain","Alice Team",10
2008,9,"Rossi, Valentino","Fiat Yamaha Team",11
2008,9,"Elias, Toni","Alice Team",12
2008,9,"Melandri, Marco","Ducati Marlboro Team",13
2008,9,"De Puniet, Randy","LCR Honda MotoGP",-4
2008,9,"De Angelis, Alex","San Carlo Honda Gresini",-4
2008,10,"Stoner, Casey","Ducati Marlboro Team",1
2008,10,"Rossi, Valentino","Fiat Yamaha Team",2
2008,10,"Vermeulen, Chris","Rizla Suzuki MotoGP",3
2008,10,"De Angelis, Alex","San Carlo Honda Gresini",4
2008,10,"Dovizioso, Andrea","JiR Team Scot MotoGP",5
2008,10,"Guintoli, Sylvain","Alice Team",6
2008,10,"Capirossi, Loris","Rizla Suzuki MotoGP",7
2008,10,"De Puniet, Randy","LCR Honda MotoGP",8
2008,10,"Nakano, Shinya","San Carlo Honda Gresini",9
2008,10,"West, Anthony","Kawasaki Racing Team",10
2008,10,"Toseland, James","Tech 3 Yamaha",11
2008,10,"Elias, Toni","Alice Team",12
2008,10,"Hayden, Nicky","Repsol Honda Team",13
2008,11,"Rossi, Valentino","Fiat Yamaha Team",1
2008,11,"Stoner, Casey","Ducati Team",2
2008,11,"Vermeulen, Chris","Rizla Suzuki MotoGP",3
2008,11,"Dovizioso, Andrea","JiR Team Scot MotoGP",4
2008,11,"Hayden, Nicky","Repsol Honda Team",5
2008,11,"De Puniet, Randy","LCR Honda MotoGP",6
2008,11,"Elias, Toni","Alice Team",7
2008,11,"Spies, Ben","Rizla Suzuki MotoGP",8
2008,11,"Toseland, James","Tech 3 Yamaha",9
2008,11,"Nakano, Shinya","San Carlo Honda Gresini",10
2008,11,"Hacking, Jamie","Kawasaki Racing Team",11
2008,11,"Guintoli, Sylvain","Alice Team",12
2008,11,"De Angelis, Alex","San Carlo Honda Gresini",13
2008,11,"Edwards, Colin","Tech 3 Yamaha",14
2008,11,"Capirossi, Loris","Rizla Suzuki MotoGP",15
2008,11,"Melandri, Marco","Ducati Team",16
2008,11,"West, Anthony","Kawasaki Racing Team",17
2008,11,"Lorenzo, Jorge","Fiat Yamaha Team",-4
2008,12,"Rossi, Valentino","Fiat Yamaha Team",1
2008,12,"Elias, Toni","Alice Team",2
2008,12,"Capirossi, Loris","Rizla Suzuki MotoGP",3
2008,12,"Nakano, Shinya","San Carlo Honda Gresini",4
2008,12,"West, Anthony","Kawasaki Racing Team",5
2008,12,"Vermeulen, Chris","Rizla Suzuki MotoGP",6
2008,12,"Melandri, Marco","Ducati Marlboro Team",7
2008,12,"De Angelis, Alex","San Carlo Honda Gresini",8
2008,12,"Dovizioso, Andrea","JiR Team Scot MotoGP",9
2008,12,"Lorenzo, Jorge","Fiat Yamaha Team",10
2008,12,"Hopkins, John","Kawasaki Racing Team",11
2008,12,"Guintoli, Sylvain","Alice Team",12
2008,12,"Toseland, James","Tech 3 Yamaha",13
2008,12,"Edwards, Colin","Tech 3 Yamaha",14
2008,12,"Pedrosa, Dani","Repsol Honda Team",15
2008,12,"De Puniet, Randy","LCR Honda MotoGP",16
2008,13,"Rossi, Valentino","Fiat Yamaha Team",1
2008,13,"Lorenzo, Jorge","Fiat Yamaha Team",2
2008,13,"Elias, Toni","Alice Team",3
2008,13,"Pedrosa, Dani","Repsol Honda Team",4
2008,13,"Vermeulen, Chris","Rizla Suzuki MotoGP",5
2008,13,"Toseland, James","Tech 3 Yamaha",6
2008,13,"Capirossi, Loris","Rizla Suzuki MotoGP",7
2008,13,"Dovizioso, Andrea","JiR Team Scot MotoGP",8
2008,13,"Melandri, Marco","Ducati Marlboro Team",9
2008,13,"Edwards, Colin","Tech 3 Yamaha",10
2008,13,"Guintoli, Sylvain","Alice Team",11
2008,13,"Nakano, Shinya","San Carlo Honda Gresini",12
2008,13,"West, Anthony","Kawasaki Racing Team",13
2008,13,"Hopkins, John","Kawasaki Racing Team",14
2008,13,"De Puniet, Randy","LCR Honda MotoGP",-4
2008,13,"Hayden, Nicky","Repsol Honda Team",-2
2008,14,"Rossi, Valentino","Fiat Yamaha Team",1
2008,14,"Hayden, Nicky","Repsol Honda Team",2
2008,14,"Lorenzo, Jorge","Fiat Yamaha Team",3
2008,14,"Stoner, Casey","Ducati Team",4
2008,14,"Dovizioso, Andrea","JiR Team Scot MotoGP",5
2008,14,"Spies, Ben","Rizla Suzuki MotoGP",6
2008,14,"Guintoli, Sylvain","Alice Team",7
2008,14,"Pedrosa, Dani","Repsol Honda Team",8
2008,14,"Vermeulen, Chris","Rizla Suzuki MotoGP",9
2008,14,"De Angelis, Alex","San Carlo Honda Gresini",10
2008,14,"West, Anthony","Kawasaki Racing Team",11
2008,14,"Elias, Toni","Alice Team",12
2008,14,"De Puniet, Randy","LCR Honda MotoGP",13
2008,14,"Hopkins, John","Kawasaki Racing Team",14
2008,14,"Edwards, Colin","Tech 3 Yamaha",15
2008,14,"Capirossi, Loris","Rizla Suzuki MotoGP",16
2008,14,"Nakano, Shinya","San Carlo Honda Gresini",17
2008,14,"Toseland, James","Tech 3 Yamaha",18
2008,14,"Melandri, Marco","Ducati Team",19
2008,15,"Rossi, Valentino","Fiat Yamaha Team",1
2008,15,"Stoner, Casey","Ducati Marlboro Team",2
2008,15,"Pedrosa, Dani","Repsol Honda Team",3
2008,15,"Lorenzo, Jorge","Fiat Yamaha Team",4
2008,15,"Hayden, Nicky","Repsol Honda Team",5
2008,15,"Capirossi, Loris","Rizla Suzuki MotoGP",6
2008,15,"Edwards, Colin","Tech 3 Yamaha",7
2008,15,"Nakano, Shinya","San Carlo Honda Gresini",8
2008,15,"Dovizioso, Andrea","JiR Team Scot MotoGP",9
2008,15,"Hopkins, John","Kawasaki Racing Team",10
2008,15,"Toseland, James","Tech 3 Yamaha",11
2008,15,"De Puniet, Randy","LCR Honda MotoGP",12
2008,15,"Melandri, Marco","Ducati Marlboro Team",13
2008,15,"Guintoli, Sylvain","Alice Team",14
2008,15,"West, Anthony","Kawasaki Racing Team",15
2008,15,"Elias, Toni","Alice Team",16
2008,15,"De Angelis, Alex","San Carlo Honda Gresini",17
2008,15,"Akiyoshi, Kousuke","Rizla Suzuki MotoGP",-4
2008,16,"Stoner, Casey","Ducati Marlboro Team",1
2008,16,"Rossi, Valentino","Fiat Yamaha Team",2
2008,16,"Hayden, Nicky","Repsol Honda Team",3
2008,16,"Lorenzo, Jorge","Fiat Yamaha Team",4
2008,16,"Nakano, Shinya","San Carlo Honda Gresini",5
2008,16,"Toseland, James","Tech 3 Yamaha",6
2008,16,"Dovizioso, Andrea","JiR Team Scot MotoGP",7
2008,16,"Edwards, Colin","Tech 3 Yamaha",8
2008,16,"De Puniet, Randy","LCR Honda MotoGP",9
2008,16,"Capirossi, Loris","Rizla Suzuki MotoGP",10
2008,16,"Elias, Toni","Alice Team",11
2008,16,"West, Anthony","Kawasaki Racing Team",12
2008,16,"Hopkins, John","Kawasaki Racing Team",13
2008,16,"Guintoli, Sylvain","Alice Team",14
2008,16,"Vermeulen, Chris","Rizla Suzuki MotoGP",15
